location_name,wind_kph,humidity,precip_mm,temperature_celsius,comfortable_days
National,3.6,53,0.0,31.0,148
Panama City,6.8,75,0.0,30.0,17
Port Moresby,19.1,84,0.21,26.0,17
Pasto,15.5,65,0.0,15.9,5
Lima,6.8,86,0.0,18.8,16
Warsaw,16.9,38,0.0,23.0,58
Lisbon,20.2,52,0.0,19.0,39
Doha,28.1,27,0.0,36.0,69
Bucharest,3.6,49,0.0,21.0,24
Moscow,11.2,30,0.0,19.0,65
Kigali,9.0,45,0.99,28.0,128
Basseterre,15.1,75,0.08,31.0,46
Castries,24.1,66,0.01,31.0,14
Kingstown,37.1,71,0.02,32.0,1
Apia,6.8,94,0.58,26.0,39
San Marino,19.1,73,0.1,20.0,29
Riyadh,20.2,9,0.0,35.0,50
Dakar,19.1,74,0.0,26.0,49
Belgrade,3.6,32,0.0,26.0,25
Victoria,3.6,84,0.0,29.0,1
Freetown,20.2,66,0.76,31.0,11
Singapore,11.2,75,0.0,29.0,1
Bratislava,11.2,64,0.0,20.0,25
Ljubljana,19.1,41,0.0,23.0,20
Honiara,6.1,100,0.01,26.0,2
Mogadishu,25.9,84,0.01,30.0,1
Pretoria,13.0,21,0.0,26.0,137
Seoul,6.1,88,0.0,17.0,31
Juba,10.1,6,0.0,39.1,88
Madrid,3.6,26,0.0,21.0,30
Khartoum,7.2,7,0.0,42.5,61
Paramaribo,7.9,74,0.91,29.2,89
Stockholm,20.2,35,0.0,22.0,41
Bern,13.0,55,1.02,17.0,23
Damascus,24.1,14,0.0,33.0,31
Dushanbe,15.1,57,0.01,22.0,49
Dodoma,11.2,38,0.0,30.0,58
Bangkok,9.0,75,0.0,31.0,6
Dili,11.5,74,0.0,24.5,56
Lom,11.2,47,0.0,23.0,12
Nuku`Aloia,15.1,94,0.0,25.0,115
Port Of Spain,20.2,79,0.01,30.0,48
Tunis,6.8,41,0.02,32.0,30
Ankara,24.1,34,0.0,27.0,35
Ashgabat,6.8,88,0.06,15.0,37
Kampala,15.1,74,0.0,25.0,63
Kyiv,6.5,49,0.21,19.8,44
Abu Dhabi,15.1,35,0.0,35.0,56
London,11.2,68,0.19,18.0,26
Montevideo,19.1,62,0.01,12.0,24
Tashkent,11.2,47,0.0,24.0,57
Port Vila,15.8,92,0.05,25.0,99
Caracas,9.0,79,0.1,28.0,49
Hanoi,16.9,89,0.65,29.0,47
Sanaa,28.1,25,0.0,25.6,217
Lusaka,14.4,33,0.0,25.7,127
Harare,8.6,9,0.0,25.1,182
Kabul,6.5,52,0.17,16.9,75
Tirana,9.0,66,0.0,28.0,29
Algiers,20.2,50,0.0,23.0,36
Andorra La Vella,12.2,69,0.69,11.5,40
Luanda,19.1,70,0.0,29.0,42
Saint John's,13.0,70,0.17,30.0,49
Buenos Aires,3.6,62,0.0,10.0,40
Yerevan,11.2,26,0.35,21.0,34
Canberra,11.2,93,0.0,-1.0,25
Vienna,9.0,47,0.0,23.0,26
Baku,33.1,64,0.0,18.0,33
Nassau,19.1,79,0.0,29.0,64
Manama,28.1,38,0.0,32.0,33
Dhaka,18.0,64,0.0,30.8,43
Bridgetown,29.9,79,0.16,30.0,9
Minsk,19.1,49,0.24,21.0,46
Brussels,13.0,64,0.06,20.0,23
Belmopan,9.0,84,0.02,30.0,60
Sarajevo,3.6,37,0.0,26.0,24
Gaborone,6.8,30,0.0,27.0,121
Bras,5.8,87,1.2,27.2,157
Sofia,13.0,94,0.01,16.0,22
Ouagadougou,10.4,26,0.0,39.9,55
Bujumbura,12.2,76,0.65,22.0,47
Ivory,17.3,74,0.01,21.2,70
Praia,37.1,58,0.0,27.0,77
Phnom Penh,9.0,71,0.0,32.0,2
Ottawa,6.8,77,0.0,18.0,14
Bangui,3.6,59,0.47,30.0,6
N'djamena,12.2,6,0.0,42.2,43
Santiago,6.1,81,0.0,3.0,2
Beijing,15.1,64,0.09,20.0,54
Bogot,9.0,91,0.0,16.6,30
Moroni,29.5,82,0.31,26.4,15
Brazzaville,3.6,53,0.0,33.0,25
San Juan,11.2,78,0.01,22.0,10
Zagreb,11.2,57,0.0,25.0,25
Havana,11.2,75,0.0,29.0,62
Nicosia,20.2,48,0.0,29.0,53
Prague,6.1,56,0.05,20.0,26
Kinshasa,3.6,53,0.0,33.0,26
Copenhagen,13.0,53,0.56,20.0,11
Roseau,3.6,63,0.02,31.0,26
Santo Domingo,6.8,89,0.01,28.0,99
Cairo,15.1,13,0.0,39.0,61
San Salvador,3.6,84,0.0,29.0,49
Malabo,15.1,80,0.06,32.0,4
Asmara,15.5,45,0.01,23.6,163
Tallinn,20.2,37,0.0,20.0,30
Mbabane,13.0,51,0.0,21.0,104
Addis Ababa,25.9,43,0.04,22.0,127
Suva,172.1,100,0.04,26.0,82
Helsinki,25.9,31,0.0,24.0,40
Paris,3.6,64,0.78,19.0,32
Libreville,11.2,75,0.91,31.0,4
Banjul,15.1,34,0.0,33.0,116
Tbilisi,11.2,49,0.03,18.0,42
Berlin,15.1,83,0.51,17.0,46
Accra,17.6,67,0.0,30.2,2
Athens,13.0,45,0.0,27.0,29
Saint George's,28.1,75,0.02,30.0,9
Guatemala City,3.6,88,0.47,20.0,12
Conakry,6.8,89,0.0,26.0,24
Bissau,16.9,35,0.0,35.0,112
Georgetown,3.6,84,1.8,28.0,62
Port-Au-Prince,25.9,66,0.0,31.0,29
Vatican City,13.0,73,0.0,23.0,41
Tegucigalpa,3.6,69,0.0,25.0,27
Budapest,15.1,61,2.09,23.0,32
New Delhi,11.2,14,0.0,41.0,77
Jakarta,15.1,75,0.22,30.0,1
Tehran,22.0,19,0.0,24.0,49
Baghdad,11.2,16,0.0,38.0,52
Dublin,15.1,64,0.0,18.0,2
Jerusalem,19.1,35,0.0,29.0,40
Rome,13.0,73,0.0,23.0,41
Tokyo,9.0,76,1.07,19.2,41
Amman,20.2,25,0.0,29.0,44
Astana,29.9,55,0.04,16.0,39
Nairobi,22.0,73,1.16,21.0,241
Kuwait City,20.2,12,0.0,39.2,53
Bishkek,6.8,76,0.0,15.5,49
Laos,5.8,93,0.12,21.6,28
Riga,3.6,57,0.4,22.0,46
Beirut,9.0,51,0.0,26.0,56
Maseru,11.5,21,0.0,22.1,118
Monrovia,22.0,71,0.03,31.0,2
Nan,3.6,79,0.11,31.0,17
Vaduz,3.6,60,1.0,19.0,39
Vilnius,13.0,46,0.77,22.0,51
Luxembourg,15.1,60,0.12,19.0,24
Antananarivo,19.1,65,0.0,22.0,98
Lilongwe,13.0,59,0.24,22.0,150
Kuala Lumpur,3.6,84,0.0,29.0,4
Bamako,6.8,39,0.0,36.0,81
Valletta,25.9,65,0.13,24.0,31
Nouakchott,26.3,52,0.0,26.2,81
Port Louis,3.6,78,0.0,24.0,100
Mexico City,11.2,60,0.0,19.0,5
Palikir,6.8,89,0.0,26.0,1
Chi Chi Khvar,35.3,41,0.0,20.2,37
Monaco,6.8,73,0.0,21.0,33
Ulaanbaatar,3.6,29,0.2,15.0,13
Podgorica,9.0,74,0.0,24.0,28
Rabat,15.1,56,0.0,20.0,81
Maputo,16.9,74,0.0,25.0,62
Windhoek,16.9,16,0.0,26.0,170
Yaren,11.2,57,0.0,25.0,21
Kathmandu,3.6,65,0.0,25.0,94
Amsterdam,20.2,57,0.0,22.0,33
Managua,11.2,63,0.0,31.0,139
Niamey,6.5,15,0.0,42.7,54
Abuja,4.0,20,0.0,39.4,11
Pyongyang,5.0,66,0.0,18.7,32
Skopje,6.8,65,0.05,25.0,25
Oslo,9.0,31,0.0,23.0,20
Muscat,15.1,35,0.0,36.0,54
Islamabad,6.5,29,0.0,32.1,50
National,7.2,61,0.0,29.5,148
Panama City,16.9,89,0.22,29.0,17
Port Moresby,19.1,79,0.0,26.0,17
Pasto,11.5,68,0.0,15.2,5
Lima,7.9,83,0.0,18.9,16
Warsaw,15.1,31,0.0,23.0,58
Lisbon,19.1,53,0.0,20.0,39
Doha,24.1,18,0.0,36.0,69
Bucharest,9.0,56,0.01,21.0,24
Moscow,11.2,37,0.0,19.0,65
Kigali,9.0,45,1.16,28.0,128
Basseterre,20.2,79,0.35,30.0,46
Castries,20.2,71,0.01,31.0,14
Kingstown,29.9,67,0.04,32.0,1
Apia,13.0,84,0.01,28.0,39
San Marino,9.0,83,0.05,20.0,29
Riyadh,16.9,8,0.0,36.0,50
Dakar,25.9,74,0.0,26.0,49
Belgrade,22.0,48,0.09,27.0,25
Victoria,13.0,79,0.0,29.0,1
Freetown,5.4,68,0.01,30.0,11
Singapore,11.2,79,0.35,29.0,1
Bratislava,6.1,57,0.0,23.0,25
Ljubljana,9.0,69,0.0,22.0,20
Honiara,3.6,94,13.05,25.0,2
Mogadishu,25.9,84,0.0,30.0,1
Pretoria,13.0,29,0.0,24.0,137
Seoul,4.0,77,0.0,18.0,31
Juba,9.7,7,0.0,40.3,88
Madrid,22.0,35,0.0,20.0,30
Khartoum,7.6,9,0.0,44.1,61
Paramaribo,9.0,79,0.04,27.5,89
Stockholm,22.0,31,0.0,23.0,41
Bern,6.8,56,0.17,21.0,23
Damascus,41.0,14,0.0,34.0,31
Dushanbe,22.0,68,0.06,20.0,49
Dodoma,12.6,36,0.0,28.4,58
Bangkok,9.0,89,0.0,27.0,6
Dili,10.8,76,0.0,24.6,56
Lom,6.1,73,0.01,19.0,12
Nuku`Aloia,15.1,100,0.05,25.0,115
Port Of Spain,19.1,79,0.0,30.0,48
Tunis,11.2,45,0.0,29.0,30
Ankara,20.2,34,0.0,24.0,35
Ashgabat,15.1,46,0.0,20.0,37
Kampala,19.1,70,0.0,27.0,63
Kyiv,10.8,44,0.0,21.3,44
Abu Dhabi,16.9,46,0.0,32.0,56
London,15.1,46,0.0,22.0,26
Montevideo,11.2,87,0.03,11.0,24
Tashkent,11.2,88,0.0,14.0,57
Port Vila,4.3,91,0.93,25.7,99
Caracas,9.0,79,0.31,29.0,49
Hanoi,9.0,94,2.22,26.0,47
Sanaa,29.9,24,0.0,24.8,217
Lusaka,16.2,28,0.0,24.6,127
Harare,15.1,14,0.0,24.5,182
Kabul,4.3,77,0.72,14.1,75
Tirana,13.0,58,0.0,29.0,29
Algiers,24.1,54,0.0,24.0,36
Andorra La Vella,12.2,48,0.32,12.1,40
Luanda,15.1,74,0.0,28.0,42
Saint John's,16.9,63,0.0,31.0,49
Buenos Aires,19.1,62,0.0,12.0,40
Yerevan,6.8,25,0.0,23.0,34
Canberra,4.0,93,0.0,3.0,25
Vienna,6.8,57,0.0,24.0,26
Baku,19.1,38,0.0,21.0,33
Nassau,3.6,79,0.35,28.0,64
Manama,16.9,32,0.0,34.0,33
Dhaka,11.5,62,0.08,30.3,43
Bridgetown,28.1,75,0.01,30.0,9
Minsk,19.1,36,0.87,23.0,46
Brussels,11.2,73,0.42,18.0,23
Belmopan,11.2,75,0.01,31.0,60
Sarajevo,13.0,48,0.3,26.0,24
Gaborone,6.8,28,0.0,27.0,121
Bras,7.9,74,0.27,29.4,157
Sofia,22.0,73,0.35,19.0,22
Ouagadougou,13.0,48,0.0,38.0,55
Bujumbura,8.6,76,0.75,21.0,47
Ivory,17.6,59,0.0,20.5,70
Praia,33.1,55,0.0,28.0,77
Phnom Penh,6.8,71,0.0,32.0,2
Ottawa,6.1,69,0.0,23.0,14
Bangui,6.1,53,0.0,33.0,6
N'djamena,11.2,11,0.0,44.0,43
Santiago,20.2,66,0.18,10.0,2
Beijing,15.1,60,0.0,21.0,54
Bogot,9.4,92,0.03,17.2,30
Moroni,28.4,85,0.76,26.4,15
Brazzaville,9.0,50,0.0,34.0,25
San Juan,29.9,69,0.0,24.0,10
Zagreb,6.8,61,1.44,23.0,25
Havana,3.6,66,0.0,31.0,62
Nicosia,13.0,70,0.0,27.0,53
Prague,3.6,41,0.0,23.0,26
Kinshasa,9.0,50,0.0,34.0,26
Copenhagen,24.1,56,0.0,19.0,11
Roseau,3.6,49,0.01,33.0,26
Santo Domingo,15.1,89,0.04,30.0,99
Cairo,20.2,12,0.0,41.0,61
San Salvador,6.1,84,0.22,29.0,49
Malabo,9.0,89,0.0,30.0,4
Asmara,7.9,68,0.05,17.3,163
Tallinn,16.9,32,0.0,17.0,30
Mbabane,13.0,61,0.0,24.0,104
Addis Ababa,29.9,30,0.0,26.0,127
Suva,3.6,100,0.0,25.0,82
Helsinki,16.9,19,0.0,19.0,40
Paris,16.9,56,0.0,21.0,32
Libreville,11.2,75,0.52,31.0,4
Banjul,9.0,56,0.0,32.0,116
Tbilisi,13.0,46,0.0,21.0,42
Berlin,6.8,56,0.08,21.0,46
Accra,20.2,71,0.0,32.0,2
Athens,15.1,48,0.0,27.0,29
Saint George's,20.2,71,0.01,31.0,9
Guatemala City,11.2,83,0.0,22.0,12
Conakry,15.1,67,0.0,32.0,24
Bissau,3.6,29,0.0,38.0,112
Georgetown,15.1,84,0.11,29.0,62
Port-Au-Prince,24.1,70,0.0,30.0,29
Vatican City,11.2,69,0.0,25.0,41
Tegucigalpa,3.6,65,0.0,26.0,27
Budapest,16.9,51,0.0,26.0,32
New Delhi,6.8,16,0.0,40.0,77
Jakarta,13.0,70,0.11,30.0,1
Tehran,6.8,22,0.0,25.0,49
Baghdad,13.0,15,0.0,39.0,52
Dublin,16.9,64,0.22,19.0,2
Jerusalem,20.2,24,0.0,32.0,40
Rome,11.2,69,0.0,25.0,41
Tokyo,3.6,78,0.0,20.0,41
Amman,28.1,24,0.0,30.0,44
Astana,25.9,71,0.01,11.0,39
Nairobi,19.1,61,0.52,24.0,241
Kuwait City,3.6,17,0.0,37.6,53
Bishkek,11.2,75,0.0,12.3,49
Laos,6.1,94,0.18,20.0,28
Riga,19.1,50,0.0,22.0,46
Beirut,9.0,35,0.0,29.0,56
Maseru,6.8,23,0.0,23.0,118
Monrovia,15.1,63,0.01,33.0,2
Nan,7.6,87,0.1,25.3,17
Vaduz,13.0,47,0.01,23.0,39
Vilnius,20.2,64,0.56,19.0,51
Luxembourg,11.2,52,0.0,19.4,24
Antananarivo,20.2,77,0.02,18.0,98
Lilongwe,20.2,69,0.0,21.0,150
Kuala Lumpur,3.6,84,0.01,29.0,4
Bamako,3.6,17,0.0,42.0,81
Valletta,16.9,69,0.0,25.0,31
Nouakchott,27.0,47,0.0,27.2,81
Port Louis,6.1,74,0.0,24.0,100
Mexico City,6.1,49,0.0,21.0,5
Palikir,3.6,94,1.52,26.0,1
Chi Chi Khvar,9.4,51,0.0,18.7,37
Monaco,20.2,78,0.13,20.0,33
Ulaanbaatar,3.6,44,0.0,13.0,13
Podgorica,6.1,74,0.0,25.0,28
Rabat,16.9,53,0.0,21.0,81
Maputo,22.0,69,0.0,25.0,62
Windhoek,22.0,16,0.0,26.0,170
Yaren,16.9,51,0.0,25.0,21
Kathmandu,6.8,69,0.0,23.0,94
Amsterdam,11.2,78,0.7,19.0,33
Managua,6.8,89,0.0,29.0,139
Niamey,6.1,12,0.0,42.9,54
Abuja,11.2,53,0.0,34.0,11
Pyongyang,3.6,86,0.0,17.0,32
Skopje,6.8,66,0.07,27.0,25
Oslo,6.8,34,0.0,18.0,20
Muscat,9.0,44,0.0,34.0,54
Islamabad,12.6,22,0.0,33.5,50
National,8.3,59,0.0,23.9,148
Panama City,15.1,79,0.24,30.0,17
Port Moresby,15.1,83,0.05,24.0,17
Pasto,5.8,43,0.0,19.7,5
Lima,7.9,80,0.01,18.4,16
Warsaw,6.8,50,0.0,23.0,58
Lisbon,19.1,53,0.0,20.0,39
Doha,24.1,11,0.0,38.0,69
Bucharest,11.2,41,0.0,23.0,24
Moscow,22.0,29,0.0,24.0,65
Kigali,6.8,51,0.68,27.0,128
Basseterre,16.9,66,0.0,31.0,46
Castries,20.2,66,0.04,31.0,14
Kingstown,34.9,66,0.0,31.0,1
Apia,6.1,94,0.1,25.0,39
San Marino,15.1,94,2.19,19.0,29
Riyadh,11.2,7,0.0,39.0,50
Dakar,22.0,70,0.0,27.0,49
Belgrade,20.2,54,0.01,26.0,25
Victoria,15.1,75,0.02,29.0,1
Freetown,11.2,75,0.12,30.0,11
Singapore,9.0,79,0.0,28.0,1
Bratislava,6.8,57,0.0,24.0,25
Ljubljana,22.0,56,0.37,21.0,20
Honiara,7.6,89,0.0,25.7,2
Mogadishu,28.1,79,0.1,30.0,1
Pretoria,15.1,31,0.0,24.0,137
Seoul,6.8,100,0.0,16.0,31
Juba,6.1,10,0.0,40.6,88
Madrid,13.0,37,0.0,20.0,30
Khartoum,22.7,17,0.0,41.6,61
Paramaribo,9.7,73,0.46,28.9,89
Stockholm,16.9,21,0.0,15.0,41
Bern,6.8,57,0.32,22.0,23
Damascus,38.9,17,0.0,32.0,31
Dushanbe,3.6,68,0.02,20.0,49
Dodoma,15.1,45,0.0,28.0,58
Bangkok,6.1,84,0.0,30.0,6
Dili,7.9,75,0.0,24.8,56
Lom,19.1,61,0.0,22.0,12
Nuku`Aloia,9.0,100,0.0,25.0,115
Port Of Spain,25.9,75,0.03,31.0,48
Tunis,24.1,61,0.0,26.0,30
Ankara,6.1,32,0.0,27.0,35
Ashgabat,6.8,50,0.0,23.0,37
Kampala,19.1,61,0.21,26.0,63
Kyiv,15.1,44,0.0,21.7,44
Abu Dhabi,19.1,52,0.0,32.0,56
London,15.1,40,0.0,20.0,26
Montevideo,13.0,71,0.0,11.0,24
Tashkent,11.2,72,0.0,17.0,57
Port Vila,3.6,94,0.06,25.0,99
Caracas,11.2,79,0.01,28.0,49
Hanoi,6.8,84,0.0,28.0,47
Sanaa,23.4,16,0.0,24.7,217
Lusaka,18.4,36,0.0,23.0,127
Harare,14.4,21,0.0,24.5,182
Kabul,13.0,30,0.0,21.8,75
Tirana,15.1,58,0.21,26.0,29
Algiers,31.0,37,0.0,26.0,36
Andorra La Vella,6.5,70,1.09,10.2,40
Luanda,20.2,74,0.0,28.0,42
Saint John's,20.2,63,0.15,31.0,49
Buenos Aires,6.8,88,0.0,13.0,40
Yerevan,16.9,38,0.0,21.0,34
Canberra,13.0,76,0.0,7.0,25
Vienna,24.1,73,0.42,22.0,26
Baku,11.2,46,0.0,21.0,33
Nassau,13.0,74,0.0,28.0,64
Manama,20.2,35,0.0,35.0,33
Dhaka,4.0,61,0.06,30.2,43
Bridgetown,37.1,79,0.0,29.0,9
Minsk,6.8,64,0.01,19.0,46
Brussels,6.1,88,0.81,16.0,23
Belmopan,9.0,75,0.01,31.0,60
Sarajevo,24.1,48,0.54,26.0,24
Gaborone,3.6,32,0.0,27.0,121
Bras,7.9,82,0.96,28.6,157
Sofia,29.9,64,0.84,20.0,22
Ouagadougou,11.2,40,0.0,39.0,55
Bujumbura,258.8,55,0.18,30.0,47
Ivory,17.3,51,0.0,20.5,70
Praia,29.9,52,0.0,29.0,77
Phnom Penh,6.8,79,0.06,30.0,2
Ottawa,3.6,78,0.0,20.0,14
Bangui,3.6,31,0.0,37.6,6
N'djamena,13.0,10,0.0,45.0,43
Santiago,11.2,94,0.96,10.0,2
Beijing,11.2,53,0.0,21.0,54
Bogot,19.4,61,0.0,24.9,30
Moroni,31.3,84,0.22,26.3,15
Brazzaville,3.6,33,0.0,36.6,25
San Juan,20.2,65,0.01,25.0,10
Zagreb,9.0,94,1.08,20.0,25
Havana,3.6,55,0.0,30.0,62
Nicosia,29.9,58,0.0,28.0,53
Prague,19.1,73,0.03,19.0,26
Kinshasa,3.6,34,0.0,36.1,26
Copenhagen,28.1,56,0.0,21.0,11
Roseau,6.1,62,0.17,30.0,26
Santo Domingo,11.2,75,0.03,30.0,99
Cairo,11.2,20,0.0,37.0,61
San Salvador,6.8,84,0.0,28.0,49
Malabo,13.0,94,0.01,29.0,4
Asmara,19.1,46,0.0,22.8,163
Tallinn,25.9,31,0.0,16.0,30
Mbabane,10.8,48,0.0,21.1,104
Addis Ababa,3.6,57,0.0,22.0,127
Suva,6.1,100,0.0,25.0,82
Helsinki,11.2,28,0.0,18.0,40
Paris,15.1,56,0.26,19.0,32
Libreville,16.9,79,0.0,29.0,4
Banjul,19.1,53,0.0,33.0,116
Tbilisi,15.1,64,0.01,20.0,42
Berlin,25.9,37,0.0,27.0,46
Accra,19.1,67,0.0,33.0,2
Athens,19.1,48,0.0,26.0,29
Saint George's,28.1,71,0.0,31.0,9
Guatemala City,15.1,78,0.0,22.0,12
Conakry,15.1,63,0.02,33.0,24
Bissau,22.0,56,0.0,34.0,112
Georgetown,15.1,79,0.73,30.0,62
Port-Au-Prince,22.0,66,0.0,31.0,29
Vatican City,20.2,65,0.0,22.0,41
Tegucigalpa,3.6,61,0.0,25.0,27
Budapest,24.1,54,0.0,25.0,32
New Delhi,11.2,29,0.0,38.0,77
Jakarta,9.0,79,0.23,29.0,1
Tehran,6.8,56,0.21,20.0,49
Baghdad,20.9,19,0.0,35.1,52
Dublin,13.0,59,0.52,17.0,2
Jerusalem,16.9,54,0.0,27.0,40
Rome,20.2,65,0.0,22.0,41
Tokyo,16.9,85,0.01,20.6,41
Amman,28.1,35,0.0,29.0,44
Astana,19.1,94,0.02,12.0,39
Nairobi,15.1,57,0.27,24.0,241
Kuwait City,3.6,19,0.0,35.9,53
Bishkek,4.3,76,0.0,14.5,49
Laos,5.4,95,0.16,21.1,28
Riga,16.9,44,0.05,25.0,46
Beirut,11.2,74,0.0,25.0,56
Maseru,13.0,17,0.0,23.9,118
Monrovia,16.9,84,0.05,30.0,2
Nan,4.0,82,0.21,26.7,17
Vaduz,13.0,100,0.08,13.0,39
Vilnius,13.0,88,0.0,16.0,51
Luxembourg,15.1,94,0.22,14.0,24
Antananarivo,20.2,67,0.0,15.0,98
Lilongwe,6.8,46,0.0,22.9,150
Kuala Lumpur,3.6,89,0.04,28.0,4
Bamako,3.6,25,0.0,41.0,81
Valletta,31.0,57,0.0,25.0,31
Nouakchott,27.7,43,0.0,28.5,81
Port Louis,25.9,78,0.01,23.0,100
Mexico City,6.1,35,0.0,22.0,5
Palikir,6.1,84,0.57,28.0,1
Chi Chi Khvar,18.4,49,0.03,19.8,37
Monaco,41.0,32,0.0,26.0,33
Ulaanbaatar,3.6,30,0.01,20.0,13
Podgorica,3.6,78,0.58,24.0,28
Rabat,20.2,53,0.0,21.0,81
Maputo,13.7,61,0.0,23.7,62
Windhoek,9.0,17,0.0,25.0,170
Yaren,19.1,40,0.0,28.0,21
Kathmandu,6.1,69,0.0,22.0,94
Amsterdam,19.1,61,0.28,23.0,33
Managua,6.8,89,0.0,29.0,139
Niamey,6.1,18,0.0,42.0,54
Abuja,9.0,60,0.0,35.0,11
Pyongyang,5.0,82,0.0,17.0,32
Skopje,33.1,58,1.72,27.0,25
Oslo,6.8,29,0.0,22.0,20
Muscat,11.2,49,0.0,33.0,54
Islamabad,11.5,19,0.0,34.0,50
National,3.6,55,0.0,28.0,148
Panama City,6.8,84,0.38,28.0,17
Port Moresby,15.1,89,0.0,25.0,17
Pasto,27.7,48,0.0,26.8,5
Lima,5.8,80,0.0,17.7,16
Warsaw,16.9,32,0.0,27.0,58
Lisbon,16.9,49,0.0,20.0,39
Doha,15.1,36,0.0,34.0,69
Bucharest,22.0,21,0.0,26.0,24
Moscow,6.8,46,0.28,22.0,65
Kigali,9.0,51,0.01,26.0,128
Basseterre,22.0,66,0.47,30.0,46
Castries,29.9,79,0.02,28.0,14
Kingstown,29.9,79,0.03,28.0,1
Apia,3.6,94,0.08,25.0,39
San Marino,9.0,83,0.0,20.0,29
Riyadh,19.1,7,0.0,41.0,50
Dakar,22.0,66,0.0,28.0,49
Belgrade,37.1,54,0.03,26.0,25
Victoria,3.6,75,0.05,29.0,1
Freetown,15.1,79,0.06,30.0,11
Singapore,3.6,75,0.0,29.0,1
Bratislava,20.2,69,0.04,23.0,25
Ljubljana,13.0,100,4.05,16.0,20
Honiara,5.8,83,0.0,26.2,2
Mogadishu,25.9,79,0.0,30.0,1
Pretoria,11.2,18,0.0,26.0,137
Seoul,6.8,94,0.0,17.0,31
Juba,17.6,11,0.0,41.0,88
Madrid,13.0,55,0.0,17.0,30
Khartoum,11.5,16,0.0,41.6,61
Paramaribo,6.1,79,0.08,29.0,89
Stockholm,16.9,18,0.0,18.0,41
Bern,16.9,77,0.46,17.0,23
Damascus,29.9,20,0.0,34.0,31
Dushanbe,3.6,61,0.0,25.0,49
Dodoma,19.8,42,0.0,26.9,58
Bangkok,3.6,89,0.88,27.0,6
Dili,8.3,76,0.0,24.1,56
Lom,24.1,32,3.42,26.0,12
Nuku`Aloia,10.4,84,0.0,26.3,115
Port Of Spain,24.1,66,0.0,31.0,48
Tunis,20.2,40,0.0,28.0,30
Ankara,5.0,44,0.0,22.4,35
Ashgabat,25.9,49,0.0,21.0,37
Kampala,22.0,70,0.0,26.0,63
Kyiv,14.0,43,0.0,22.8,44
Abu Dhabi,13.0,59,0.0,32.0,56
London,6.8,94,0.13,14.0,26
Montevideo,15.1,88,0.0,13.0,24
Tashkent,15.1,36,0.0,24.0,57
Port Vila,6.1,100,0.05,23.0,99
Caracas,4.0,84,0.0,28.0,49
Hanoi,6.8,89,0.02,27.0,47
Sanaa,21.6,14,0.0,25.5,217
Lusaka,16.6,27,0.0,23.4,127
Harare,11.9,19,0.0,23.9,182
Kabul,7.6,40,0.0,19.9,75
Tirana,15.1,41,0.0,25.0,29
Algiers,16.9,53,0.0,23.0,36
Andorra La Vella,9.7,80,0.58,8.4,40
Luanda,22.0,70,0.0,29.0,42
Saint John's,16.9,94,0.53,25.0,49
Buenos Aires,13.0,82,0.0,13.0,40
Yerevan,20.2,33,0.3,22.0,34
Canberra,3.6,100,0.0,1.0,25
Vienna,16.9,50,0.25,22.0,26
Baku,15.1,38,0.0,21.0,33
Nassau,9.0,70,0.0,28.0,64
Manama,15.1,53,0.0,33.0,33
Dhaka,11.2,45,0.0,33.8,43
Bridgetown,33.1,66,0.0,31.0,9
Minsk,19.1,47,0.99,23.0,46
Brussels,24.1,64,0.43,18.0,23
Belmopan,11.2,79,0.0,30.0,60
Sarajevo,11.2,64,0.91,19.0,24
Gaborone,9.0,39,0.0,24.0,121
Bras,7.9,60,0.0,31.7,157
Sofia,28.1,94,1.7,13.0,22
Ouagadougou,5.4,21,0.0,41.5,55
Bujumbura,19.1,46,0.39,31.0,47
Ivory,12.6,53,0.0,20.9,70
Praia,38.9,58,0.0,27.0,77
Phnom Penh,3.6,84,0.53,29.0,2
Ottawa,3.6,100,0.0,20.0,14
Bangui,11.2,75,0.0,30.0,6
N'djamena,18.4,6,0.0,44.0,43
Santiago,11.2,94,0.96,10.0,2
Beijing,19.1,70,0.0,26.0,54
Bogot,5.4,66,0.14,22.6,30
Moroni,32.8,73,0.0,26.0,15
Brazzaville,9.0,56,0.0,32.0,25
San Juan,9.0,65,0.0,24.0,10
Zagreb,3.6,64,1.26,19.0,25
Havana,3.6,62,0.0,29.0,62
Nicosia,24.1,66,0.0,28.0,53
Prague,16.9,77,0.0,17.0,26
Kinshasa,9.0,56,0.0,32.0,26
Copenhagen,34.9,56,0.0,21.0,11
Roseau,4.0,75,0.34,29.0,26
Santo Domingo,15.1,94,0.32,24.0,99
Cairo,20.2,15,0.0,38.0,61
San Salvador,6.8,84,0.0,28.0,49
Malabo,9.0,89,0.09,28.0,4
Asmara,21.6,47,0.0,22.5,163
Tallinn,24.1,30,0.0,20.0,30
Mbabane,11.2,41,0.0,19.8,104
Addis Ababa,11.5,43,0.0,21.6,127
Suva,6.8,100,0.0,24.0,82
Helsinki,19.1,26,0.0,20.0,40
Paris,6.1,77,0.46,18.0,32
Libreville,6.8,79,0.01,29.0,4
Banjul,19.1,49,0.0,33.0,116
Tbilisi,15.1,41,0.0,22.0,42
Berlin,19.1,57,1.56,24.0,46
Accra,24.8,72,0.0,29.7,2
Athens,13.0,45,0.0,27.0,29
Saint George's,28.1,70,0.0,30.0,9
Guatemala City,11.2,83,0.0,22.0,12
